entity_id,wikidata_id,name,description,types,aliases
14822,Q752663,Delft University of Technology,Dutch university,Q875538|Q1371037,"Technical University of Delft, Technische Hogeschool Delft, Technische Universiteit Delft, TU Delft, TU-Delft, tudelft.nl"
14823,Q75292,Max Bodenheimer,German Zionist and lawyer (1865–1940),Q5,"Max I. Bodenheimer, Max Isidor Bodenheimer"
14824,Q753110,songwriter,person who writes the words or music to songs,Q66715801,song writer
14825,Q753679,gangsta rap,genre of rap music,Q188451,"gangsta hip-hop, gangster hip-hop, gangster rap, reality hip-hop, reality rap"
14826,Q75371,Johannes Fallati,German statistician and economist (1809-1855),Q5,Johannes Baptista Fallati
14827,Q75381,Lilly Becher,German writer (1901–1978),Q5,Lilly Korpus
14828,Q754,Trinidad and Tobago,island sovereign state in the Caribbean,Q6256|Q112099|Q179164|Q3624078|Q11815167,"TTO, TRI, Republic of Trinidad and Tobago, tt, Trinidad & Tobago"
14829,Q7542,Prince,American musician (1958–2016),Q5,"Camille, Christopher, The Symbol, Jamie Starr, Ƭ̵̬̊, Alexander Nevermind, Austra Chanel, Evolsidog, Freddie The Phantom, His Royal Badness, Joey Coco, Love Symbol, P. Mann, Prince Nelson, Prince Rogers Nelson, Rocker Happyfeller, Son Of A King, The Beautiful Experience, The Purple One, Yo Mama!, @3RDEYEGIRL, @PRINCE3EG, Artist Formerly Known as Prince, Azifwekaré, Ecnirp, TAFKAP, The Artist (Formerly Known As Prince), The artist formerly known as Prince, Yo Grandma!"
14830,Q7546,Ingmar Bergman,Swedish director and screenwriter (1918–2007),Q5,Ernst Ingmar Bergman
14831,Q755,Paul Verlaine,French poet (1844–1896),Q5,Paul-Marie Verlaine
14832,Q75523,Adolf Slaby,German wireless pioneer (1849-1913),Q5,"Adolf Karl Heinrich Slaby, Dr. Adolph Slaby"
14833,Q75539,Just like Heaven,2005 film directed by Mark Waters,Q11424,
14834,Q75546,A Lot Like Love,2005 film by Nigel Cole,Q11424,Lot Like Love
14835,Q75555,Sergei Solovyov,Russian poet (1885–1942),Q5,Sergei Mikhailovich Solovyov
14836,Q75603,Miguel Ángel Asturias,Guatemalan writer and diplomat (1899–1974),Q5,Miguel Ángel Asturias Rosales pachan
14837,Q75612,Isaac Bashevis Singer,Polish-American writer (1904–1991),Q5,"Isaac Singer, I. B. Singer, Isaac Bashevis, Isaac Bashevis-Singer, Itzhak Bashevis Singer, Yitsḥaḳ Basheṿis, Yitsḥaḳ Basheṿis- Zinger, Yitsḥaḳ Basheṿis-Zinger, Yitsḥoḳ Basheṿis, Yitsḥoḳ Bashevis- Zinger, Yitsḥoḳ Bashevis-Zinger"
14838,Q7563919,Sossina M. Haile,Ethiopian-American chemist,Q5,"Sossina Haile, Haile SM, Sossina M Haile"
14839,Q75649,Ulrich Peltzer,German writer,Q5,
14840,Q756504,Atlantik-Brücke,political and economic think tank based in Germany,Q155271|Q431603,
14841,Q756563,Joel Madden,"American singer, musician and songwriter",Q5,"Joel Rueben Combs, Joel Rueben Madden"
14842,Q756617,Kingdom of Denmark,transcontinental sovereign state and constitutional monarchy,Q41614|Q179164|Q417175|Q1250464|Q1323642|Q3624078|Q20181813,"Denmark, Danish Realm, Danmarkar Ríki, Danmarkip Naalagaaffik, Danmarks Rige, Kongeriget Danmark, Kongsríki Danmarkar, Kunngeqarfik Danmarki, Realm of Denmark, Danish Commonwealth"
14843,Q756645,Valandovo,town in Macedonia,Q3957,
14844,Q75696,Max von Forckenbeck,German politician (1821-1892),Q5,
14845,Q757,Saint Vincent and the Grenadines,island sovereign state in the Caribbean Sea,Q6256|Q112099|Q202686|Q3624078|Q11815167,"St. Vincent, St Vincent, Saint Vincent, vc, St Vincent and the Grenadines, St. Vincent and the Grenadines, vct"
14846,Q75720,Josef Joffe,German publisher-editor,Q5,
14847,Q75726,Horst Möller,German historian,Q5,
14848,Q75727,Adolf Ebert,German Romance philologist (1820-1890),Q5,"Adolf Georg Karl Wilhelm Ebert, Georg Karl Wilhelm Adolf Ebert"
14849,Q75757,Heinrich Nissen,"German historian of classical antiquity, epigraphican and archaeologist of roman provinces (1839-1912)",Q5,
14850,Q75786,Eduard Bernstein,German politician and theorist (1850–1932),Q5,
14851,Q75789,Cosima Wagner,daughter of the Hungarian pianist and composer Franz Liszt and wife of Hans von Bülow and Richard Wagner (1837-1930),Q5,"Cosima Francesca Gaetana Wagner, Francesca Gaetana Cosima Wagner"
14852,Q75793,Alfred Hoche,German psychiatrist (1865-1943),Q5,Alfred Erich Hoche
14853,Q75797,Michael Maestlin,German astronomer and mathematician (1550–1631),Q5,Michael Mästlin
14854,Q75803,Marianne von Willemer,Austrian actress,Q5,
14855,Q75809,Lutheranism,form of Protestantism commonly associated with the teachings of Martin Luther,Q9174|Q43229|Q123129246,"Lutheran Protestantism, Lutheran, Lutherans, Lutheran Church"
14856,Q75811,Christian Otto Mohr,German civil engineer (1835-1918),Q5,
14857,Q75812,Norbert Elias,German sociologist (1897–1990),Q5,
14858,Q75814,Wilhelm Wundt,"German physician, physiologist, philosopher and professor (1832-1920)",Q5,"Wundt, Wilhelm Max Wundt, Wilhelm Maximilian Wundt"
14859,Q75823,Clara Zetkin,"Communist activist, and advocate for women's rights (1857–1933)",Q5,"Clara Eißner, Clara Josephine Eißner"
14860,Q75828,Heinrich Wilhelm Olbers,German physician and astronomer (1758-1840),Q5,"Heinrich Olbers, Heinrich Wilhelm Matthias Olbers"
14861,Q75849,Alfred Rosenberg,"Baltic German architect, Nazi politician and ideologue (1893-1946)",Q5,
14862,Q75856,Felix Hausdorff,German mathematician (*1868 – †1942),Q5,
14863,Q75860,Annemarie Schimmel,German scholar of Islam (1922-2003),Q5,Anne-Marie Schimmel
14864,Q75866,Rudolf Hess,German Nazi leader and Reich Minister without Portfolio (1894–1987),Q5,"Alfred Horn, Conscience of the Party, Rudolf Walter Richard Hess, Rudolf Walter Richard Heß, Rudolf Walther Richard Hess"
14865,Q75868,Arnold Zweig,German writer (1887-1968),Q5,
14866,Q75886,Karl Liebknecht,"German socialist, editor, and co-founder of the Spartacus League (1871-1919)",Q5,Karl Paul August Friedrich Liebknecht
14867,Q75889,Friedrich Hölderlin,German poet,Q5,"Frederich Holderlin, Johann Christian Friedrich Hölderlin"
14868,Q75904,Oscar Ferdinand Peschel,German geographer (1826–1875),Q5,"O. Peschel, Oscar Peschel, Oskar Ferdinand Peschel, Oskar Peschel, Peschal"
14869,Q75914,Hans Cloos,German geologist (1885-1951),Q5,
14870,Q75929,Johann Gottfried Gruber,German literary critic,Q5,
14871,Q75951,Reinhold Rudenberg,German engineer (1883-1961),Q5,"Rüdenberg, Reinhold Rüdenberg"
14872,Q75955,Richard Jaeger,German politician (1913-1998),Q5,
14873,Q75966,Siegfried Balke,German politician (1902-1984),Q5,
14874,Q75968,Joseph Wittig,German theologian (1879–1949),Q5,
14875,Q75995,Johannes Hancke,German writer,Q5,
14876,Q76,Barack Obama,president of the United States from 2009 to 2017,Q5,POTUS 44
14877,Q760,Saint Lucia,island sovereign state in the Caribbean Sea,Q6256|Q112099|Q202686|Q3624078,"St Lucia, St. Lucia, lca, Hewanorra, Iyonola, lc"
14878,Q76000,Werner Spies,German art historian (1937-),Q5,
14879,Q76004,Robert Hartig,German forestry scientist and mycologist (1839–1901),Q5,R.Hartig
14880,Q76023,Adolf Stern,German writer (1835–1907),Q5,
14881,Q7604,Leonhard Euler,"Swiss mathematician, physicist, and engineer (1707–1783)",Q5,"Euler, Leonhard, Euler, L. Euler"
14882,Q7607037,Stella Adler Studio of Acting,Acting school in the United States,Q2143781,Stella Adler Academy of Acting
14883,Q760790,August Ahlqvist,"Finnish poet, scholar, author and literary critic (1826-1889)",Q5,
14884,Q76092,glam rock,"style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter",Q188451,
14885,Q761,Białystok,city and capital of Podlaskie Voivodeship in eastern Poland,Q515|Q925381|Q1200957|Q1549591|Q16878951,"Bialystok, Biełastok, Balstogė, Baltstogė, Bjalistok, Byalistok, Byelastok, Byelostok"
14886,Q76114,Franz Jakob Clemens,German philosopher (1815-1862),Q5,Franz Jacob Clemens
14887,Q761176,August Enderle,German politician and journalist (1887-1959),Q5,
14888,Q76127,Sukarno,1st President of Indonesia (1901—1970),Q5,"Bung Karno, Achmed Soekarno, Ir. Soekarno, Koesno Sosrodihardjo"
14889,Q76128,Rick Kavanian,German actor and comedian,Q5,"Richard Horatio Kavanian, Richard Kavanian"
14890,Q76131,Johannes Greber,German priest and translator (1876-1944),Q5,
14891,Q761453,Oliver La Farge,"American novelist, anthropologist (1901–1963)",Q5,"Oliver Hazard Perry La Farge II, Oliver LaFarge"
14892,Q76149,Christian Tramitz,German actor,Q5,
14893,Q76152,Dieter Nuhr,German kabarett artist,Q5,Dieter Herbert Nuhr
14894,Q761534,University of Georgia,"public university located in Athens, Georgia, United States",Q3918,"UGA, uga.edu"
14895,Q76158,Carolina Michaëlis de Vasconcelos,German-Portuguese academic and art collector (1851–1925),Q5,Carolina Wilhelmina Michaëlis de Vasconcellos
14896,Q761838,Elmer Ambrose Sperry,American mechanical engineer (1860–1930),Q5,Elmer A. Sperry
14897,Q76197,Ludwig Bergsträsser,German politician (1883-1960),Q5,
14898,Q762,Leonardo da Vinci,Italian Renaissance polymath (1452−1519),Q5,
14899,Q76211,Marcel Beyer,German writer,Q5,
14900,Q76215,Albert Bormann,"German Nazi officer, adjutant to Adolf Hitler (1902–1989)",Q5,
14901,Q762266,City University of New York,public university system in New York City,Q875538|Q1075106|Q7900184|Q134016126,"C.U.N.Y., Colleges of the City of New York, CUNY, cuny.edu, The City University of New York"
14902,Q762361,Pentti Holappa,Finnish writer (1927-2017),Q5,
14903,Q76258,Rainald Goetz,German writer,Q5,Rainald Maria Goetz
14904,Q76279,Otto Erich Hartleben,German writer (1864–1905),Q5,
14905,Q76291,Wilhelm Ahlwardt,German orientalist (1828–1909),Q5,Theodor Welhelm Ahlwardt
14906,Q763,Saint Kitts and Nevis,island sovereign state in the Caribbean Sea,Q6256|Q112099|Q202686|Q3624078,"SKN, Federation of Saint Christopher and Nevis, Federation of Saint Kitts and Nevis, Kitts & Nevis, Kitts and Nevis, Saint Christopher and Nevis, St Kitts & Nevis, St Kitts and Nevis, St. Kitts & Nevis, St. Kitts and Nevis"
14907,Q76308,Günter Hotz,German mathematician and computer scientist,Q5,
14908,Q76310,Kai Meyer,German writer and game designer,Q5,
14909,Q76324,Juli Zeh,German writer,Q5,
14910,Q76325,Philipp Melanchthon,German reformer (1497–1560),Q5,"Philip Melanchthon, Philipp Schwartzerdt"
14911,Q76329,Jochen Klepper,German writer (1903–1942),Q5,
14912,Q76332,Rudolf Alexander Schröder,"German writer, translator, poet, architect, and painter (1878-1962)",Q5,"Rudolf Alexander Schroder, Rudolf Alexander Schroeder"
14913,Q76334,Boris Becker,German tennis player (born 1967),Q5,Boris Franz Becker
14914,Q76336,Nicolaus Zinzendorf,"German protestant religious and social reformer, bishop of the Moravian Church",Q5,"Zinzendorf, Nicholas Ludwig, Graf von Zinzendorf und Pottendorf"
14915,Q76343,Otto von Habsburg,Head of the House of Habsburg and German politician,Q5,"Crown Prince Otto of Austria, Otto, Crown Prince of Austria"
14916,Q76346,Mileva Marić,Serbian mathematician and wife of Albert Einstein (1875–1948),Q5,"Mileva Einstein, Mileva Marić Einstein"
14917,Q763507,Frank Harris,"Irish-American writer, journalist and publisher (1856–1931)",Q5,James Thomas Harris
14918,Q76358,Carl von Ossietzky,"German journalist, author, pacifist and recipient of the 1935 Nobel Peace Prize (1889–1938)",Q5,
14919,Q76361,Wilhelm Keitel,German field marshal (1882–1946),Q5,Wilhelm Bodewin Johann Gustav Keitel
14920,Q76363,Adam Olearius,"German writer, scholar and diplomat (1599-1671)",Q5,"Adam Oehlschlaeger, Adam Ölschläger"
14921,Q76364,Hans Zimmer,German film composer (born 1957),Q5,Hans Florian Zimmer
14922,Q76367,Martin Bormann,German Nazi Party official and head of the Nazi Party Chancellery (1900–1945),Q5,Martin Ludwig Bormann
14923,Q76370,Arnold Stadler,German writer,Q5,
14924,Q763897,Dave Swarbrick,British folk musician and singer-songwriter,Q5,Swarb
14925,Q76395,Alfred Grosser,"Writer, sociologist and political scientist (1925–2024)",Q5,
14926,Q76399,Elga Andersen,German actress and singer (1935–1994),Q5,
14927,Q76405,Salome Kammer,"German actress, vocal soloist, singer and cellist",Q5,
14928,Q76409,Charles Bukowski,German-American writer (1920–1994),Q5,"Henry Charles Bukowski, Buk"
14929,Q76412,Siegfried Lenz,German author (1926-2014),Q5,
14930,Q76414,Ludwig Bemelmans,author of Madeline books (1939-1999),Q5,"Ludṿig Bemelman, Ludwigs Bemelmans"
14931,Q76422,Ludwig Feuerbach,German philosopher and anthropologist (1804–1872),Q5,"Ludwig Andreas Feuerbach, Ludwig Andreas von Feuerbach"
14932,Q76429,Kathrin Schmidt,German writer,Q5,
14933,Q76432,Rudolf Virchow,"German doctor, anthropologist, public health activist, pathologist, prehistorian, biologist and politician (1821-1902)",Q5,"Rudolf Ludwig Carl Virchow, Rudolf Ludwig Karl Virchow, Rudolph Virchow"
14934,Q76437,Karl Dönitz,German admiral and former president of Nazi Germany in 1945 (born 1891-1980),Q5,"Grand Admiral Donitz, Großadmiral Dönitz, Karl Doenitz"
14935,Q76440,Kurt Eisner,German politician and journalist (1867-1919),Q5,
14936,Q76442,Johann Christoph Gottsched,"German writer, dramaturge, linguist and literary theorist as well as professor of poetics, logic and metaphysics (1700–1766)",Q5,
14937,Q76444,Johann Beer,Austrian composer and writer,Q5,"Johann Bär, Johann Behr, Jan Rebhu"
14938,Q764570,Federico Capasso,Italian applied physicist (1949-),Q5,
14939,Q76459,Wolfgang Franz von Kobell,German mineralogist and writer (1803-1882),Q5,Wolfgang Xavier Franz Ritter von Kobell
14940,Q76478,Kirsten Dunst,American actress (born 1982),Q5,Kirsten Caroline Dunst
14941,Q764789,Gregory S. Paul,"U.S. researcher, author, paleontologist, and illustrator",Q5,Gregory Scott Paul
14942,Q76479,A Fistful of Dollars,1964 film directed by Sergio Leone,Q11424|Q104840802,"Fistful of Dollars, For a Fistful of Dollars, Per un pugno di dollari"
14943,Q76480,Heinrich Mann,German writer (1871–1950),Q5,"Henrix Mann, Luiz Heinrich Mann"
14944,Q76483,Rainer Maria Rilke,Austrian poet and writer (1875–1926),Q5,"Li-erh-kʻo, Rainer Karl Wilhelm Johann Josef Maria Rilke, Rainer Maria Rielke, Rainer Mariyah Rilḳeh, Rainŏ Maria Rilkʻe, Reiner Marie Rilke, Rene Karl Wilhelm Johann Josef Maria Rilke, René Karl Wilhelm Johann Josef Maria Rilke, René Maria Cäsar Rilke, Rene Rilke, René Rilke"
14945,Q76487,Paul Heyse,German writer (1830–1914),Q5,"Paul Johann Heyse, Paul Johann Ludwig von Heyse"
14946,Q76490,Helge Schneider,German entertainer,Q5,"Der Alte Sack, Doctor Freese, Helga Maria Schneider, Pastor Grupe, Rodrigues Fatsanatas"
14947,Q764913,Miklós Vámos,Hungarian writer,Q5,Miklos Vamos
14948,Q76492,Fritz Reuter,Low German writer (1810-1874),Q5,"Friedrich Reuter, Fritz Heinrich Ludwig Christian Reuter, Fritzing Reuter, Heinrich Ludwig Chistian Friedrich Reuter, Heinrich Ludwig Christian Friedrich Reuter, Heinrich Ludwig Christian Fritz Reuter"
14949,Q76498,Q76498,German writer (1929–1995),Q5,
14950,Q76499,Johann Georg Hamann,German philosopher (1730-1788),Q5,Johann G. Hamann
14951,Q765,Dario Fo,"Italian actor, playwright, comedian, singer-songwriter, theater director, painter, and political activist (1926-2016)",Q5,
14952,Q76501,Nicolai Hartmann,German philosopher (1882–1950),Q5,
14953,Q76509,Karl Jaspers,German-Swiss psychiatrist and philosopher (1883–1969),Q5,"Karl Theodor Jasper, Karl Theodor Jaspers"
14954,Q76512,Franz Xaver von Baader,German philosopher and theologian (1765-1841),Q5,"Benedikt Franz Xaver Baader, Franz von Baader, Franz Xavier von Baader"
14955,Q76513,Carl Vogt,German-Swiss scientist and politician (1817–1895),Q5,"Karl Vogt, August Christoph Carl Vogt, Karl Christoph Vogt"
14956,Q76516,Richard Avenarius,German philosopher (1843-1896),Q5,"Richard Habermann, Richard Heinrich Ludwig Avenarius"
14957,Q765165,Leonid Brezhnev,General Secretary of the Communist Party of the Soviet Union (1906–1982),Q5,"Brezhnev, Leonid Ilyich Brezhnev"
14958,Q76517,Alexander Gottlieb Baumgarten,German philosopher (b. 1714),Q5,
14959,Q76524,Peter Fox,German musician,Q5,Pete Fox
14960,Q76525,Günter Verheugen,German politician,Q5,
14961,Q76527,Johann Ernst Glück,Baltic German writer and theologian (1654-1705),Q5,Ernst Glück
14962,Q76532,William Joyce,British fascist and propaganda broadcaster (1906-1946),Q5,"Lord Haw-Haw, William Brooke Joyce"
14963,Q76534,Stefan Heym,German writer (1913-2001),Q5,"Gregor Holm, Helmut Flieg, Melchior Douglas"
14964,Q76537,Kurt Gerstein,SS officer; aid to Nazi resistance (1905–1945),Q5,
14965,Q76539,Hans Fallada,German writer (1893–1947),Q5,Rudolf Wilhelm Friedrich Ditzen
14966,Q76543,Ulrike Meinhof,German left-wing militant (1934–1976),Q5,"Meinhof, Ulrike Marie Meinhof"
14967,Q76546,Erich Kästner,German children's writer (1899–1974),Q5,"Emil Erich Kästner, Erick Kästner"
14968,Q76553,Maximilian Wolfgang Duncker,German historian and politician (1811-1886),Q5,"Max Wolfgang Duncker, Maximilian Duncker"
14969,Q76554,Johannes Agricola,"Reformer, humanist (1494-1566)",Q5,Johann Agricola
14970,Q76568,Heinrich Cornelius Agrippa,"German polymath, physician, legal scholar and soldier (1486–1535)",Q5,"H. Cornelius Agrippa, Heinrich Cornelius Agrippa von Nettesheim"
14971,Q76576,Friedrich Schleiermacher,"German theologian, philosopher, and biblical scholar (1768-1834)",Q5,"Schleiermacher, Friedrich Daniel Ernst Schleiermacher, Friedrich Ernest Daniel Schleiermacher, Friedrich Ernst Schleiermacher"
14972,Q765778,organist,musician who plays any type of organ,Q4164871|Q12737077|Q66715801,organ player
14973,Q76579,Georgius Agricola,German mineralogist (1494-1555),Q5,"Georg Bauer, Georg Agricola"
14974,Q76583,Eugen Dühring,German antisemitic philosopher and economist (1833-1921),Q5,
14975,Q76586,Karl Kautsky,Czech-Austrian Marxist theorist (1854–1938),Q5,Karl Johann Kautsky
